public_filename	dataset	public_class_label	original_clip_id	title	creator	source_url	license_name	license_url	changes
FSD50K_151239_0.313_1.115_sr32000.wav	FSD50K	Breathing	151239	Yawn 2	OwlStorm	https://freesound.org/s/151239/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_151239_1.405_2.508_sr32000.wav	FSD50K	Breathing	151239	Yawn 2	OwlStorm	https://freesound.org/s/151239/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_151919_0.000_1.421_sr32000.wav	FSD50K	Breathing	151919	Inhale.aif	carroll27	https://freesound.org/s/151919/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_152996_0.012_7.880_sr32000.wav	FSD50K	Breathing	152996	Breathingrachet.wav	Nmb910	https://freesound.org/s/152996/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_162254_0.000_15.056_sr32000.wav	FSD50K	Breathing	162254	Soldier raking through sand and panting, Traning Camp, Woods	qubodup	https://freesound.org/s/162254/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_163383_0.035_4.226_sr32000.wav	FSD50K	Breathing	163383	Heavy Breathing	Under7dude	https://freesound.org/s/163383/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_16569_0.000_0.906_sr32000.wav	FSD50K	Breathing	16569	breath1.wav	neonaeon	https://freesound.org/s/16569/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_16570_0.000_0.592_sr32000.wav	FSD50K	Breathing	16570	breath2.wav	neonaeon	https://freesound.org/s/16570/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_172398_0.035_2.647_sr32000.wav	FSD50K	Breathing	172398	Exhale.wav	VinnyVideo	https://freesound.org/s/172398/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_176866_0.000_0.427_sr32000.wav	FSD50K	Breathing	176866	exhale 2.wav	mickmon	https://freesound.org/s/176866/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_176913_0.000_0.381_sr32000.wav	FSD50K	Breathing	176913	double breath.wav	mickmon	https://freesound.org/s/176913/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_176914_0.000_0.743_sr32000.wav	FSD50K	Breathing	176914	double breath 2.wav	mickmon	https://freesound.org/s/176914/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_179405_0.290_2.218_sr32000.wav	FSD50K	Breathing	179405	נשימות של תינוקת במיטה.3gp.mp3	m3fuss	https://freesound.org/s/179405/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_179405_10.101_13.340_sr32000.wav	FSD50K	Breathing	179405	נשימות של תינוקת במיטה.3gp.mp3	m3fuss	https://freesound.org/s/179405/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_179405_2.589_4.412_sr32000.wav	FSD50K	Breathing	179405	נשימות של תינוקת במיטה.3gp.mp3	m3fuss	https://freesound.org/s/179405/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_179405_4.644_7.523_sr32000.wav	FSD50K	Breathing	179405	נשימות של תינוקת במיטה.3gp.mp3	m3fuss	https://freesound.org/s/179405/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_179413_1.184_1.695_sr32000.wav	FSD50K	Breathing	179413	תינוקת נושמת. בת 3.5 חודשים.3gp.mp3	m3fuss	https://freesound.org/s/179413/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_183692_0.000_0.382_sr32000.wav	FSD50K	Breathing	183692	Others_2_DrawBreath.wav	AlienXXX	https://freesound.org/s/183692/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_18631_1.544_2.078_sr32000.wav	FSD50K	Breathing	18631	female deep breathing.aif	Walter_Odington	https://freesound.org/s/18631/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_18631_2.914_3.402_sr32000.wav	FSD50K	Breathing	18631	female deep breathing.aif	Walter_Odington	https://freesound.org/s/18631/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_18631_4.098_4.516_sr32000.wav	FSD50K	Breathing	18631	female deep breathing.aif	Walter_Odington	https://freesound.org/s/18631/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_18631_5.213_5.561_sr32000.wav	FSD50K	Breathing	18631	female deep breathing.aif	Walter_Odington	https://freesound.org/s/18631/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_18631_5.875_6.571_sr32000.wav	FSD50K	Breathing	18631	female deep breathing.aif	Walter_Odington	https://freesound.org/s/18631/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_18631_6.757_7.721_sr32000.wav	FSD50K	Breathing	18631	female deep breathing.aif	Walter_Odington	https://freesound.org/s/18631/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_188548_0.012_0.446_sr32000.wav	FSD50K	Breathing	188548	deathEnemy02[THM_Adventure]	alex_audio	https://freesound.org/s/188548/	CC BY-NC 3.0	http://creativecommons.org/licenses/by-nc/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_190008_0.163_7.802_sr32000.wav	FSD50K	Breathing	190008	Man breathing - 1	Aiwha	https://freesound.org/s/190008/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_193911_0.070_5.155_sr32000.wav	FSD50K	Breathing	193911	holdbreath.wav	Nmb910	https://freesound.org/s/193911/	CC BY-NC 3.0	http://creativecommons.org/licenses/by-nc/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_193911_5.700_6.409_sr32000.wav	FSD50K	Breathing	193911	holdbreath.wav	Nmb910	https://freesound.org/s/193911/	CC BY-NC 3.0	http://creativecommons.org/licenses/by-nc/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_194259_0.000_0.372_sr32000.wav	FSD50K	Breathing	194259	atem leaves - Original.wav	datwilightz	https://freesound.org/s/194259/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_195712_0.035_0.639_sr32000.wav	FSD50K	Breathing	195712	smoke.wav	ilame	https://freesound.org/s/195712/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_197980_0.128_2.949_sr32000.wav	FSD50K	Breathing	197980	Long Breath 1	ejgvibes	https://freesound.org/s/197980/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_198025_0.000_6.606_sr32000.wav	FSD50K	Breathing	198025	Breathing	gogo199432	https://freesound.org/s/198025/	CC BY-NC 3.0	http://creativecommons.org/licenses/by-nc/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_202066_0.255_2.392_sr32000.wav	FSD50K	Breathing	202066	härg2.3.wav	harleto	https://freesound.org/s/202066/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_202066_4.447_6.177_sr32000.wav	FSD50K	Breathing	202066	härg2.3.wav	harleto	https://freesound.org/s/202066/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_202095_0.000_4.621_sr32000.wav	FSD50K	Breathing	202095	Goblin Heavy Breathing.wav	spookymodem	https://freesound.org/s/202095/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_202271_0.255_9.578_sr32000.wav	FSD50K	Breathing	202271	breathing	dragdark	https://freesound.org/s/202271/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_202606_0.139_6.031_sr32000.wav	FSD50K	Breathing	202606	Male breathing	zogmachine	https://freesound.org/s/202606/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_207778_0.104_2.438_sr32000.wav	FSD50K	Breathing	207778	Breathe In.wav	Dvideoguy	https://freesound.org/s/207778/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_209983_0.743_1.428_sr32000.wav	FSD50K	Breathing	209983	Expiration.mp3	andybs	https://freesound.org/s/209983/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_21113_0.035_1.776_sr32000.wav	FSD50K	Breathing	21113	insparation.wav	laurent	https://freesound.org/s/21113/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_0.070_1.068_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_1.370_1.904_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_10.867_12.423_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_12.957_14.245_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_14.478_15.105_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_3.262_4.679_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_4.876_6.014_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_6.235_8.789_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_213293_8.963_10.704_sr32000.wav	FSD50K	Breathing	213293	Shaky breaths - frightened scared young lady girl teenager.wav	AderuMoro	https://freesound.org/s/213293/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_217967_0.569_1.103_sr32000.wav	FSD50K	Breathing	217967	HeavyBreathing03.wav	Otakua	https://freesound.org/s/217967/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_217967_4.052_4.725_sr32000.wav	FSD50K	Breathing	217967	HeavyBreathing03.wav	Otakua	https://freesound.org/s/217967/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_217967_6.107_6.560_sr32000.wav	FSD50K	Breathing	217967	HeavyBreathing03.wav	Otakua	https://freesound.org/s/217967/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_219590_0.441_3.170_sr32000.wav	FSD50K	Breathing	219590	Inhale Exhale	qubodup	https://freesound.org/s/219590/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_21983_0.441_4.899_sr32000.wav	FSD50K	Breathing	21983	deepbreath.wav	billipo	https://freesound.org/s/21983/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_220626_0.023_1.846_sr32000.wav	FSD50K	Breathing	220626	Scream and breathing 2	olzzy	https://freesound.org/s/220626/	CC BY-NC 3.0	http://creativecommons.org/licenses/by-nc/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_22726_0.279_6.838_sr32000.wav	FSD50K	Breathing	22726	Geluid 4.21.mp3	Charel Sytze	https://freesound.org/s/22726/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_238307_1.254_1.881_sr32000.wav	FSD50K	Breathing	238307	Male_pant.mp3	TreyHolton	https://freesound.org/s/238307/	CC BY-NC 3.0	http://creativecommons.org/licenses/by-nc/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_238492_0.012_7.639_sr32000.wav	FSD50K	Breathing	238492	3_Breath sport.wav	mariiao2	https://freesound.org/s/238492/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_238494_0.070_2.067_sr32000.wav	FSD50K	Breathing	238494	6_veryheavybreath.wav	mariiao2	https://freesound.org/s/238494/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_238495_0.023_4.234_sr32000.wav	FSD50K	Breathing	238495	5_Heavy_Breath.wav	mariiao2	https://freesound.org/s/238495/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_240268_1.173_2.055_sr32000.wav	FSD50K	Breathing	240268	heavy breathing into panicky breathing.wav	kgatto	https://freesound.org/s/240268/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_240268_3.529_5.120_sr32000.wav	FSD50K	Breathing	240268	heavy breathing into panicky breathing.wav	kgatto	https://freesound.org/s/240268/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_240357_0.012_7.530_sr32000.wav	FSD50K	Breathing	240357	3_breath sport.wav	mariiao2	https://freesound.org/s/240357/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_240362_0.000_1.057_sr32000.wav	FSD50K	Breathing	240362	6_veryheavybreath.wav	mariiao2	https://freesound.org/s/240362/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_240364_2.299_6.037_sr32000.wav	FSD50K	Breathing	240364	anxiety attack.mp3	mariiao2	https://freesound.org/s/240364/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_240364_8.301_8.835_sr32000.wav	FSD50K	Breathing	240364	anxiety attack.mp3	mariiao2	https://freesound.org/s/240364/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_240365_0.000_0.906_sr32000.wav	FSD50K	Breathing	240365	9_veryheavybreath.wav	mariiao2	https://freesound.org/s/240365/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_240371_0.046_6.165_sr32000.wav	FSD50K	Breathing	240371	breath.mp3	mariiao2	https://freesound.org/s/240371/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_245948_0.255_3.425_sr32000.wav	FSD50K	Breathing	245948	Nasal Breathing.wav	sophiehall3535	https://freesound.org/s/245948/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_250720_0.139_4.957_sr32000.wav	FSD50K	Breathing	250720	COLIN_Nina_2014_2015_souffle.wav	univ_lyon3	https://freesound.org/s/250720/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_251225_0.197_5.735_sr32000.wav	FSD50K	Breathing	251225	nose-breathing.aif	Simsym23	https://freesound.org/s/251225/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_256519_0.046_2.531_sr32000.wav	FSD50K	Breathing	256519	Mask Breathing Sound 	Kodack	https://freesound.org/s/256519/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_256519_10.101_12.399_sr32000.wav	FSD50K	Breathing	256519	Mask Breathing Sound 	Kodack	https://freesound.org/s/256519/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_256519_13.282_15.581_sr32000.wav	FSD50K	Breathing	256519	Mask Breathing Sound 	Kodack	https://freesound.org/s/256519/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_256519_3.216_5.712_sr32000.wav	FSD50K	Breathing	256519	Mask Breathing Sound 	Kodack	https://freesound.org/s/256519/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_257787_0.151_5.689_sr32000.wav	FSD50K	Breathing	257787	Ominous breathing.wav	xtrgamr	https://freesound.org/s/257787/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_26335_0.012_3.960_sr32000.wav	FSD50K	Breathing	26335	breathe.aiff	Staile	https://freesound.org/s/26335/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_264042_0.685_4.833_sr32000.wav	FSD50K	Breathing	264042	easy breathing 7/14.mp3	Jeffreys2	https://freesound.org/s/264042/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_268869_0.000_8.359_sr32000.wav	FSD50K	Breathing	268869	Male breathing	Iwiploppenisse	https://freesound.org/s/268869/	CC0 1.0	http://creativecommons.org/publicdomain/zero/1.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_270496_0.000_0.488_sr32000.wav	FSD50K	Breathing	270496	Breath_Scared_18.wav	LittleRobotSoundFactory	https://freesound.org/s/270496/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_270497_0.058_1.121_sr32000.wav	FSD50K	Breathing	270497	Breath_Scared_12.wav	LittleRobotSoundFactory	https://freesound.org/s/270497/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_270498_0.000_1.277_sr32000.wav	FSD50K	Breathing	270498	Breath_Scared_13.wav	LittleRobotSoundFactory	https://freesound.org/s/270498/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_270499_0.070_1.428_sr32000.wav	FSD50K	Breathing	270499	Breath_Scared_10.wav	LittleRobotSoundFactory	https://freesound.org/s/270499/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
FSD50K_270501_0.000_1.149_sr32000.wav	FSD50K	Breathing	270501	Breath_Scared_16.wav	LittleRobotSoundFactory	https://freesound.org/s/270501/	CC BY 3.0	http://creativecommons.org/licenses/by/3.0/	cropped/segmented from FSD50K source audio; resampled to 16 kHz; used as source material for synthetic soundscape generation
