public_filename	dataset	original_clip_id	license_name	license_url	changes	license_scope
VocalSound_f0085_0_sniff_1.405_1.800_sr32000.wav	VocalSound	f0085_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0087_0_sniff_1.544_1.811_sr32000.wav	VocalSound	f0087_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0087_0_sniff_2.171_2.450_sr32000.wav	VocalSound	f0087_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0091_0_sniff_0.501_1.707_sr32000.wav	VocalSound	f0091_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0091_0_sniff_1.867_3.797_sr32000.wav	VocalSound	f0091_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0099_0_sniff_1.077_1.333_sr32000.wav	VocalSound	f0099_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0101_0_sniff_0.704_1.216_sr32000.wav	VocalSound	f0101_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0105_0_sniff_0.747_1.259_sr32000.wav	VocalSound	f0105_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0109_0_sniff_0.580_1.068_sr32000.wav	VocalSound	f0109_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0109_0_sniff_1.939_2.264_sr32000.wav	VocalSound	f0109_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0112_0_sniff_1.685_2.261_sr32000.wav	VocalSound	f0112_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0112_0_sniff_2.976_3.296_sr32000.wav	VocalSound	f0112_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0115_0_sniff_1.109_1.440_sr32000.wav	VocalSound	f0115_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0115_0_sniff_2.133_2.549_sr32000.wav	VocalSound	f0115_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0117_0_sniff_0.565_1.792_sr32000.wav	VocalSound	f0117_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0118_0_sniff_0.587_0.885_sr32000.wav	VocalSound	f0118_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0118_0_sniff_1.120_1.397_sr32000.wav	VocalSound	f0118_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0118_0_sniff_1.568_1.984_sr32000.wav	VocalSound	f0118_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0118_0_sniff_2.251_2.581_sr32000.wav	VocalSound	f0118_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0118_0_sniff_2.816_3.264_sr32000.wav	VocalSound	f0118_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0122_0_sniff_0.715_1.397_sr32000.wav	VocalSound	f0122_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0124_0_sniff_2.411_2.720_sr32000.wav	VocalSound	f0124_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0124_0_sniff_6.272_6.645_sr32000.wav	VocalSound	f0124_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0128_0_sniff_0.427_1.707_sr32000.wav	VocalSound	f0128_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0128_0_sniff_1.888_3.115_sr32000.wav	VocalSound	f0128_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0134_0_sniff_1.013_1.771_sr32000.wav	VocalSound	f0134_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0138_0_sniff_0.075_0.693_sr32000.wav	VocalSound	f0138_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0138_0_sniff_1.003_1.472_sr32000.wav	VocalSound	f0138_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0140_0_sniff_0.021_1.205_sr32000.wav	VocalSound	f0140_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0140_0_sniff_1.419_2.176_sr32000.wav	VocalSound	f0140_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0147_0_sniff_0.949_1.664_sr32000.wav	VocalSound	f0147_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0147_0_sniff_1.973_2.752_sr32000.wav	VocalSound	f0147_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0149_0_sniff_0.608_1.717_sr32000.wav	VocalSound	f0149_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0151_0_sniff_1.344_1.643_sr32000.wav	VocalSound	f0151_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0153_0_sniff_0.604_0.906_sr32000.wav	VocalSound	f0153_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0153_0_sniff_1.463_1.846_sr32000.wav	VocalSound	f0153_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0157_0_sniff_0.160_0.629_sr32000.wav	VocalSound	f0157_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0157_0_sniff_0.811_2.251_sr32000.wav	VocalSound	f0157_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0158_0_sniff_0.416_1.984_sr32000.wav	VocalSound	f0158_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0166_0_sniff_0.871_1.265_sr32000.wav	VocalSound	f0166_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0167_0_sniff_2.699_3.253_sr32000.wav	VocalSound	f0167_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0176_0_sniff_2.112_2.581_sr32000.wav	VocalSound	f0176_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0176_0_sniff_3.488_4.096_sr32000.wav	VocalSound	f0176_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0181_0_sniff_0.000_0.373_sr32000.wav	VocalSound	f0181_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0190_0_sniff_1.115_1.451_sr32000.wav	VocalSound	f0190_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0194_0_sniff_0.546_2.229_sr32000.wav	VocalSound	f0194_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0197_0_sniff_0.871_2.276_sr32000.wav	VocalSound	f0197_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0199_0_sniff_0.608_1.376_sr32000.wav	VocalSound	f0199_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0199_0_sniff_1.621_2.261_sr32000.wav	VocalSound	f0199_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0200_0_sniff_1.909_2.528_sr32000.wav	VocalSound	f0200_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0200_0_sniff_3.360_3.787_sr32000.wav	VocalSound	f0200_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0201_0_sniff_0.929_2.206_sr32000.wav	VocalSound	f0201_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0201_0_sniff_2.647_2.937_sr32000.wav	VocalSound	f0201_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0204_0_sniff_0.715_1.163_sr32000.wav	VocalSound	f0204_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0204_0_sniff_1.365_1.664_sr32000.wav	VocalSound	f0204_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0204_0_sniff_2.421_2.827_sr32000.wav	VocalSound	f0204_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0206_0_sniff_0.565_0.949_sr32000.wav	VocalSound	f0206_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0206_0_sniff_1.109_2.976_sr32000.wav	VocalSound	f0206_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0212_0_sniff_0.384_1.963_sr32000.wav	VocalSound	f0212_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0217_0_sniff_0.629_0.949_sr32000.wav	VocalSound	f0217_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0226_0_sniff_0.533_1.344_sr32000.wav	VocalSound	f0226_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0228_0_sniff_2.699_3.435_sr32000.wav	VocalSound	f0228_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0228_0_sniff_4.203_4.896_sr32000.wav	VocalSound	f0228_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0229_0_sniff_0.896_2.133_sr32000.wav	VocalSound	f0229_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0232_0_sniff_1.387_2.560_sr32000.wav	VocalSound	f0232_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0234_0_sniff_2.304_2.603_sr32000.wav	VocalSound	f0234_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0236_0_sniff_0.683_1.867_sr32000.wav	VocalSound	f0236_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0238_0_sniff_0.576_0.896_sr32000.wav	VocalSound	f0238_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0238_0_sniff_2.357_3.296_sr32000.wav	VocalSound	f0238_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0238_0_sniff_3.808_4.480_sr32000.wav	VocalSound	f0238_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
VocalSound_f0238_0_sniff_4.885_5.728_sr32000.wav	VocalSound	f0238_0_sniff	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0/	cropped/segmented from VocalSound source audio; resampled from 44.1 kHz to 16 kHz; used as source material for synthetic soundscape generation	dataset-level
